Timestamp,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage
2.28200531005859,-105,0,0,0,0,0,374,12218,41,578,174,2,-9,17598,134,-10,21810,136
9.53300476074219,-106,0,0,0,0,0,-860,12337,92,565,0,0,-14,24080,14,-13,31395,18
13.5069961547852,8,0,0,-547,114,2,-671,19140,55,-11,22797,52,0,22303,29,0,2974,24
0.844993591308594,8,0,0,-547,0,0,-873,0,0,152,16826,47,0,8164,26,0,5872,24
0.821998596191406,9,0,0,-545,0,0,-874,0,0,130,16450,51,0,3616,26,0,5872,24
1.28900146484375,-105,12,1,0,36,1,0,114,3,339,20628,55,0,9190,26,0,7408,26
3.49700164794922,8,0,0,213,14383,94,782,0,0,565,86,1,-614,8330,207,-616,12770,203
0.503997802734375,-109,25,1,0,12,0,-1263,0,0,79,20142,54,0,10999,26,0,8080,24
6.38600158691406,426,19350,50,931,0,0,780,66,1,565,17,1,-833,7116,24,-833,10886,27
6.44599914550781,206,26564,60,878,285,3,479,0,0,572,51,1,-833,10158,26,-833,26349,31
5.375,-106,0,0,554,20888,56,477,78,1,573,0,0,-833,6570,24,-833,30937,32
2.18499755859375,-105,0,0,0,0,1,372,12584,44,574,105,1,-6,24370,136,-7,4096,126
3.74399566650391,9,0,0,369,14447,93,780,0,0,565,100,1,-759,4499,131,-761,692,133
0.254997253417969,-104,0,0,0,0,0,-1268,100,2,40,19910,54,0,6492,26,0,11094,26
10.1809997558594,-106,20,1,0,20,1,-1061,14904,45,-5,12138,34,0,9378,27,0,12628,26
13.7929992675781,9,0,0,-547,0,0,-752,20235,56,-90,25404,58,0,16588,27,0,3434,23
1.02099609375,9,0,0,-546,0,0,-874,0,0,244,21008,52,0,6856,26,0,8624,24
7.41400146484375,503,25144,56,877,28,0,477,0,0,574,0,0,-833,7896,26,-833,6778,26
1.05599975585938,-108,0,0,0,45,1,-1253,0,0,241,22960,56,0,5114,26,0,2071,24
2.34000396728516,8,0,0,-546,23,1,307,4962,68,566,0,0,-1,3778,52,-1,26450,50
2.62699890136719,-108,0,0,0,19,1,391,297,3,581,0,0,-500,10640,443,-506,29276,446
12.6939926147461,7,0,0,-545,152,2,-431,23769,58,572,0,0,0,23144,31,0,10366,24
7.44999694824219,51,20280,54,-53,17544,51,781,0,0,566,40,1,-833,14023,27,-833,14644,27
5.03199768066406,-107,0,0,349,21546,54,478,73,1,578,0,0,-833,8624,26,-833,27062,31
11.5179977416992,8,0,0,-259,23100,55,477,0,0,573,0,0,0,2800,26,0,14374,26
9.06600189208984,130,22410,54,-92,19224,55,476,0,0,572,0,0,-833,7636,26,-833,13321,29
8.25299835205078,-107,357,3,-253,19900,49,782,0,0,565,0,0,-833,14644,27,-833,19809,29
12.5199966430664,8,0,0,-546,333,3,-253,21560,56,573,0,0,0,15184,27,0,11484,24
9.61299896240234,10,1672,12,-235,21728,56,477,0,0,573,30,1,-833,10158,27,-833,18678,29
2.82099914550781,9,0,0,-545,36,1,577,8350,90,569,0,0,-150,24450,188,-152,24481,182
1.09100341796875,8,0,0,-546,0,0,-873,0,0,314,24840,52,0,7376,27,0,5440,26
3.86799621582031,-105,0,0,8,19710,46,272,17820,54,579,0,0,-833,14320,27,-833,16507,27
0.325004577636719,-106,0,0,0,0,0,-1258,0,0,20,17820,54,0,6232,26,0,8080,24
11.1780014038086,-107,0,0,0,0,0,-1279,0,0,-415,24123,51,0,11809,27,0,11822,26
5.00300598144531,-106,0,0,425,21392,57,477,0,0,573,0,0,-833,7974,26,-833,25580,29
0.667999267578125,8,0,0,-546,0,0,-873,0,0,176,18865,47,0,6648,26,0,8624,26
8.75999450683594,333,23780,58,877,0,0,477,6,1,573,8,1,-833,8520,26,-833,12457,27
12.1999969482422,11,0,0,-544,2040,18,-223,22904,57,573,0,0,0,19113,29,0,9088,21
13.0900039672852,8,0,0,-546,84,1,-506,22173,57,574,0,0,0,23405,31,0,5872,26
14.2839965820313,8,0,0,-547,0,0,-874,0,0,-335,27318,58,0,8234,26,0,5008,26
9.43400573730469,-104,0,0,0,0,0,-762,15313,94,571,0,0,-59,3562,62,-58,22848,64
2.20100402832031,7,0,1,-546,0,0,271,15651,47,565,464,4,0,15265,27,0,5008,26
13.8320007324219,8,0,0,-547,0,0,-760,19965,56,-100,22624,56,0,19345,29,0,5008,24
5.78500366210938,487,3920,19,935,31,1,781,0,0,565,0,0,-833,3856,24,-833,8286,26
6.74900054931641,230,21684,51,932,0,0,781,0,0,566,0,0,-833,8780,26,-833,11302,27
9.68499755859375,11,2261,15,-227,20328,57,477,0,0,579,13,1,-833,10574,26,-833,13772,29
1.34300231933594,9,0,0,-546,0,0,0,2562,14,350,21164,52,0,7168,26,0,8156,26
4.86599731445313,-106,0,0,320,25114,58,478,105,1,574,0,0,-833,8884,26,-833,22680,29
7.92800140380859,613,910,13,877,0,0,477,0,0,574,0,0,-833,8234,26,-833,8286,26
0.311004638671875,-106,0,0,0,54,1,-1267,0,0,52,21603,57,0,9092,26,0,11094,26
5.05099487304688,-106,18,1,496,25593,56,477,30,1,572,0,0,-833,4096,24,-833,1024,31
4.20800018310547,66,13110,47,871,2820,82,781,18,1,565,0,0,-833,15832,29,-833,28705,31
10.8619995117188,8,0,0,-21,4997,65,477,0,0,573,0,0,0,3996,26,0,10028,24
9.89299774169922,-108,34,1,0,70,1,-1053,7380,41,-1,6256,24,0,9638,26,0,11900,24
1.91200256347656,8,0,0,-547,0,0,175,16611,49,530,16905,47,0,14374,27,0,3848,26
3.61499786376953,-108,0,0,0,20,1,142,18424,55,581,0,0,-833,15454,27,-833,17614,29
14.4099960327148,8,0,0,-547,0,0,-873,73,1,-326,22401,56,0,9040,26,0,4576,24
7.29499816894531,71,21012,51,-31,16650,49,782,0,0,565,0,0,-833,13537,26,-833,13753,27
9.71300506591797,-107,0,0,0,0,0,-817,8710,93,575,26,1,-30,31933,41,-29,19328,37
6.15399932861328,490,9774,28,929,34,1,781,0,0,566,0,0,-833,14212,27,-833,12025,26
11.9249954223633,-106,0,0,0,0,0,-1258,0,0,-572,16215,47,0,6492,26,0,11484,26
10.5970001220703,-107,0,0,0,0,0,-1254,1164,12,-214,26028,54,0,8702,26,0,12966,26
4.27400207519531,23,14964,44,772,12802,93,781,0,0,566,0,0,-833,16237,27,-833,29418,29
6.59300231933594,241,19110,49,941,0,1,782,0,0,566,0,0,-833,4600,24,-833,11302,27
11.2239990234375,-106,0,0,0,0,0,-1262,0,0,-402,15698,47,0,8026,26,0,11822,26
10.6100006103516,-103,0,0,0,0,0,-1264,0,0,-259,23464,56,0,11809,27,0,12576,26
0.36700439453125,8,0,0,-545,0,0,-873,0,0,-9,19074,51,0,5322,26,0,3434,23
5.82199859619141,484,3657,23,941,41,1,780,0,0,565,0,0,-833,7116,26,-833,8832,26
12.5839996337891,8,0,0,-547,117,1,-316,22686,57,578,28,1,0,22071,29,0,10756,26
7.48200225830078,537,17200,50,877,29,1,477,0,0,573,0,0,-833,8182,24,-833,6778,26
9.42000579833984,-110,0,0,0,0,0,-888,10660,94,566,0,0,-7,9876,4,-6,9060,8
4.67600250244141,-109,39,1,270,25764,57,476,93,1,574,0,0,-833,9352,26,-833,20882,29
13.6849975585938,8,0,0,-547,0,0,-741,15290,55,-79,20634,56,0,20766,29,0,5440,23
3.14199829101563,9,0,0,29,8391,79,731,24637,71,571,0,0,-348,12253,254,-350,26464,256
10.0879974365234,-106,0,0,0,0,0,-1131,16121,49,-67,20859,52,0,11350,27,0,13356,26
7.32799530029297,550,13860,45,878,34,1,477,0,0,574,0,0,-833,7974,26,-833,6778,26
0.726997375488281,-107,0,0,0,34,1,-1290,0,0,170,22116,56,0,6726,26,0,10366,26
4.30699920654297,-108,0,0,120,19690,55,384,19062,54,574,0,0,-833,10158,26,-833,15454,27
2.90899658203125,-108,0,0,0,0,0,392,0,0,573,0,0,-830,17428,46,-831,18632,49
9.01600646972656,226,21492,54,-2,8343,28,476,0,0,578,0,0,-833,9638,26,-833,12565,27
5.88600158691406,61,22446,58,766,19965,56,478,0,0,573,0,0,-833,6830,24,-833,29263,31
9.34799957275391,-104,0,0,0,0,1,-759,12244,92,565,0,0,-61,10303,65,-60,30926,67
0.143997192382813,7,0,1,-546,0,0,-874,3,1,-1,23296,57,0,6492,26,0,5008,24
13.2480010986328,7,0,0,-547,0,0,-622,16276,54,579,6,1,0,22477,29,0,3434,24
14.9599990844727,8,0,0,-546,0,0,-873,112,1,-593,25479,57,0,5322,24,0,5008,24
1.03099822998047,9,0,0,-546,0,0,-873,0,0,211,18564,51,0,6648,26,0,5008,24
2.19100189208984,-105,0,0,0,49,1,303,18738,54,573,296,1,0,19925,29,0,5389,26
2.48099517822266,-108,0,0,0,35,1,390,304,3,573,0,0,-108,24992,325,-111,8868,318
4.11199951171875,-106,0,0,48,21168,56,312,19880,56,573,20,1,-833,12970,27,-833,19142,27
4.01600646972656,-105,0,0,48,19602,54,311,17784,54,574,0,0,-833,13186,26,-833,19548,27
8.26799774169922,-106,176,2,-336,1006,97,-12,27434,58,565,20,2,-826,6600,4,-825,17402,13
4.65999603271484,-104,0,1,265,21392,56,477,206,2,573,0,0,-833,9118,26,-833,19693,27
10.4309997558594,8,78,2,-322,0,0,477,0,0,574,0,0,-52,28176,147,-49,26936,152
4.77099609375,180,19250,49,927,294,3,782,0,0,566,0,0,-833,13321,27,-833,6986,26
2.15499877929688,9,0,0,-546,0,0,214,25110,54,562,2023,18,0,18359,27,0,5440,24
8.37899780273438,426,23016,56,878,0,0,478,0,0,578,0,0,-833,9352,26,-833,11593,27
2.47800445556641,-103,0,0,0,43,1,393,762,6,573,0,0,-206,16364,420,-210,18507,412
3.34999847412109,7,0,0,307,6516,90,780,0,1,572,0,0,-711,17720,157,-712,800,157
6.80199432373047,213,18326,49,941,0,0,782,0,0,566,0,0,-833,8520,26,-833,16880,29
3.72299957275391,7,0,0,421,10012,93,781,0,0,566,0,0,-791,6064,106,-792,31704,105
0.15899658203125,9,0,0,-545,0,0,-874,0,0,-31,0,11,0,5114,24,0,5008,24
0.477005004882813,-108,0,0,0,47,2,-1265,0,0,82,24528,56,0,8052,27,0,8080,24
10.8040008544922,-106,0,0,0,0,0,-1255,0,0,-310,17542,49,0,8312,26,0,12966,26
5.19300079345703,-107,0,0,484,28853,61,477,87,1,573,0,0,-833,6648,24,-833,30782,31
7.27899932861328,27,16500,50,-78,16415,49,783,0,0,565,6,1,-833,9092,26,-833,14644,27
10.8160018920898,-108,0,0,0,41,1,-1261,0,0,-283,21780,55,0,8390,26,0,9088,26
3.29700469970703,-105,0,0,0,0,0,70,19305,56,573,0,0,-833,19801,29,-833,21955,29
2.32099914550781,-107,0,1,0,80,1,389,1650,17,573,98,1,-52,4315,223,-54,2590,218
7.56400299072266,65,22644,50,-38,18081,50,781,25,0,566,0,0,-833,14428,27,-833,17344,29
7.33699798583984,92,21892,52,-13,18446,46,781,0,0,565,0,0,-833,5080,26,-833,14320,27
11.7789993286133,9,0,0,-385,23199,56,-53,17712,54,574,39,1,0,7922,26,0,12966,26
5.33100128173828,373,19584,51,934,17,1,781,0,0,572,3,1,-833,3304,24,-833,6908,24
13.9679946899414,9,0,0,-546,0,0,-792,13300,51,-129,19332,55,0,15211,27,0,5008,24
5.46600341796875,-105,0,0,544,22401,57,476,0,0,578,14,0,-833,9190,26,-833,1472,31
6.27700042724609,117,21450,55,821,22857,57,479,0,0,574,0,0,-833,7168,24,-833,28953,31
11.838996887207,-106,0,0,0,0,0,-1260,0,0,-597,24408,54,0,7636,26,0,11822,26
6.08300018310547,413,17578,47,932,0,0,782,23,1,565,0,0,-833,15346,29,-833,10444,27
0.534996032714844,-107,0,0,0,0,0,-1268,0,0,107,23072,56,0,6726,26,0,7408,24
10.6430053710938,-106,0,1,0,0,0,-1240,12735,45,-175,20956,54,0,10028,27,0,13356,26
7.5989990234375,18,18550,50,-86,14582,46,781,0,0,565,0,0,-833,5080,26,-833,14779,29
4.96599578857422,248,20852,52,929,0,0,782,0,0,566,0,0,-833,10964,26,-833,6102,26
5.46600341796875,-107,0,0,565,28884,58,478,0,0,573,0,0,-833,3616,24,-833,30937,31
9.22700500488281,171,22515,57,-51,20121,56,476,0,0,573,0,0,-833,8234,26,-833,16735,29
7.11799621582031,90,22083,51,-13,22200,50,782,12,1,565,45,2,-833,5080,24,-833,12565,27
7.48799896240234,543,17150,49,878,57,1,477,0,0,573,0,0,-833,8182,26,-833,8704,26
0.771003723144531,-104,0,0,0,0,0,-1292,0,0,204,18198,54,0,7636,26,0,7408,26
9.16099548339844,-104,29,1,-746,94,1,-684,18532,98,566,3,0,-117,17701,106,-115,4078,105
5.34099578857422,-108,0,0,433,25648,57,478,0,0,574,0,0,-833,9352,26,-833,29728,31
5.32099914550781,-104,0,0,569,21780,55,476,71,2,572,0,1,-833,7376,26,-833,31247,31
10.806999206543,-107,0,0,0,0,0,-1256,36,1,-284,22788,54,0,8390,26,0,12576,26
11.4130020141602,-106,12,0,0,0,0,-1272,0,0,-429,22842,54,0,9820,27,0,12212,27
2.00700378417969,-107,0,0,0,0,0,319,18480,55,573,82,1,0,26659,29,0,7048,26
7.92600250244141,-70,20200,50,-174,15631,49,781,12,1,565,0,0,-833,9638,26,-833,19055,27
3.39399719238281,7,12,0,286,14702,93,783,18,1,565,81,1,-692,29490,161,-693,20647,164
0.775001525878906,-106,0,0,0,0,0,-1270,0,0,194,21392,56,0,9892,26,0,7720,24
5.63800048828125,429,11476,36,934,34,1,782,0,0,565,0,0,-833,6570,26,-833,8390,27
1.20400238037109,7,0,0,-546,0,0,-874,7,1,305,17640,49,0,7168,26,0,5008,23
11.3730010986328,-106,0,0,0,15,1,-1258,0,0,-456,21268,52,0,8884,26,0,12212,26
11.4470062255859,8,0,0,-287,22456,56,477,0,0,574,0,0,0,6128,26,0,11822,26
6.15399932861328,128,19602,55,832,20160,56,477,0,0,581,0,0,-833,7974,24,-833,28953,31
12.6870040893555,8,0,0,-547,105,2,-390,19992,55,578,28,1,0,23579,31,0,7048,24
1.81400299072266,-107,0,0,0,0,0,216,20628,54,567,3588,22,0,17344,27,0,7408,24
2.52500152587891,-105,0,0,0,0,1,394,552,4,573,164,2,-183,28800,402,-189,17552,394
6.91500091552734,222,20750,50,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,15923,29
9.45899963378906,-107,0,0,0,81,1,-816,13402,93,565,0,0,-30,25285,39,-30,20662,39
2.06700134277344,-107,0,0,0,0,0,282,19936,56,574,81,1,0,22390,29,0,6736,26
14.3519973754883,8,0,0,-546,0,0,-874,24,1,-299,24567,56,0,7298,26,0,5008,24
1.08700561523438,7,0,0,-547,0,0,-873,0,0,239,17250,50,0,4096,26,0,5440,24
6.00800323486328,30,19404,49,733,19992,56,477,0,0,579,0,0,-833,3784,24,-833,31424,32
6.33100128173828,139,21615,55,844,18720,52,478,0,0,573,0,0,-833,7116,24,-833,28395,31
3.39700317382813,9,0,0,321,13918,92,781,22,1,565,0,1,-724,4984,147,-726,18796,152
12.6739959716797,8,0,0,-547,234,2,-370,21670,55,574,88,2,0,26194,31,0,10028,26
13.5540008544922,8,0,0,-546,40,2,-706,19305,56,-44,26854,58,0,25636,29,0,9092,24
4.69399261474609,188,22412,52,936,252,2,781,18,1,566,0,0,-833,15346,29,-833,6830,26
0.217002868652344,-103,0,0,0,43,2,-1288,0,0,26,23240,55,0,11836,27,0,11094,26
13.609001159668,8,0,0,-547,0,0,-708,19250,54,-46,23258,57,0,22013,29,0,4576,23
5.06900024414063,355,17901,51,931,174,2,780,18,1,565,0,0,-833,3616,24,-833,7168,26
5.68399810791016,-104,0,0,623,19040,56,477,13,1,573,18,1,-833,3616,24,-833,30472,31
10.9780044555664,-106,0,0,0,162,2,-1261,0,0,-284,23660,52,0,9118,26,0,12212,26
7.69999694824219,605,5481,27,878,23,1,477,0,0,574,0,0,-833,8234,24,-833,8974,27
3.28700256347656,7,0,0,236,15397,94,780,0,0,565,0,0,-642,9382,187,-644,3282,190
13.8829956054688,8,0,0,-547,0,0,-804,16068,54,-141,25404,58,0,14563,27,0,4528,24
8.83000183105469,328,21784,56,878,0,0,478,0,0,574,0,0,-833,7116,26,-833,12565,26
7.83099365234375,605,15808,39,878,0,0,477,0,0,579,3,1,-833,8780,26,-833,7844,27
0.787994384765625,-108,0,0,0,46,1,-1269,0,0,144,19965,55,0,7246,26,0,10366,26
9.94199371337891,-105,0,0,0,0,0,-1020,17784,76,0,0,0,0,9560,26,0,7432,24
2.88200378417969,8,0,0,0,49,2,656,3722,90,566,0,0,-239,7940,226,-241,23120,223
7.21499633789063,451,22568,55,877,0,0,477,0,0,573,0,0,-833,8754,27,-833,8026,26
4.25799560546875,-107,0,0,113,18200,52,376,20460,55,578,0,0,-833,11042,26,-833,15130,29
8.91300201416016,216,25592,57,-7,16640,41,478,0,0,573,3,1,-833,9716,26,-833,12106,27
1.96199798583984,-105,17,1,0,31,1,215,24708,58,566,4375,25,0,13483,27,0,7408,24
10.9789962768555,9,0,0,-80,21168,56,478,0,0,574,0,1,0,4126,26,0,10756,26
8.39099884033203,-104,184,1,-467,13402,92,-134,31862,89,565,0,0,-770,22952,73,-769,4617,73
3.81800079345703,-108,0,0,0,0,0,207,18704,56,579,0,0,-833,14590,29,-833,20447,29
9.61800384521484,-106,0,0,0,34,1,-980,4676,90,566,0,0,0,12079,27,0,10080,24
8.12599945068359,576,21546,54,878,0,0,479,0,0,574,0,0,-833,6184,26,-833,7844,27
11.765007019043,-107,0,0,0,0,0,-1279,0,0,-555,21546,54,0,10028,26,0,11484,26
9.6199951171875,23,8532,36,-202,19602,54,479,0,0,572,126,1,-833,6112,24,-833,18910,27
1.69499969482422,8,0,0,-547,0,0,65,13616,46,418,18963,49,0,8702,26,0,3434,23
7.80699920654297,-104,2205,15,-221,19635,51,782,12,1,565,43,1,-833,5440,26,-833,15346,27
10.2060012817383,-108,0,0,0,0,0,-1135,14553,49,-72,15962,46,0,9716,26,0,12238,27
0.920005798339844,-104,0,0,0,0,1,-1262,0,0,233,24310,54,0,5972,26,0,11484,24
0.863998413085938,9,0,0,-545,0,0,-874,0,0,235,18600,50,0,6388,26,0,5008,24
0.46099853515625,-106,0,0,0,0,0,-1257,0,0,112,21546,54,0,5582,24,0,7048,26
10.8299942016602,8,0,0,-93,22275,55,477,0,0,573,33,1,0,4126,24,0,7720,24
6.05799865722656,100,20515,55,806,19008,54,476,35,1,572,20,1,-833,6830,26,-833,28953,31
2.1510009765625,8,0,0,-547,0,0,334,124,99,566,0,1,-6,11440,69,-7,9408,65
7.99399566650391,525,18768,52,876,0,0,477,0,0,573,0,0,-833,7636,26,-833,10999,27
1.85800170898438,-107,0,0,0,0,0,216,20628,54,567,3588,22,0,17344,27,0,7408,24
4.427001953125,-107,0,0,250,25980,58,478,23,0,573,0,0,-833,8884,26,-833,15832,27
6.03900146484375,56,19040,56,759,20142,55,477,0,0,574,0,0,-833,4048,26,-833,25406,31
2.47999572753906,-107,0,0,0,33,1,391,1386,11,574,92,1,-76,16822,271,-79,32316,284
4.48100280761719,131,25465,55,930,2070,14,781,0,0,566,0,0,-833,11380,26,-833,14158,27
10.1809997558594,-106,36,1,0,0,0,-1098,15839,46,-33,21320,52,0,11188,27,0,13746,26
8.08600616455078,-106,516,4,-270,20200,50,782,8,1,565,0,0,-833,13753,26,-833,16075,29
5.79800415039063,5,7776,27,694,20185,55,477,0,0,573,0,0,-833,7116,26,-833,30007,31
7.52000427246094,536,18207,51,878,15,1,478,0,0,573,0,0,-833,7636,26,-833,8434,26
7.91400146484375,-100,2907,18,-215,18150,50,782,0,1,571,0,0,-833,15076,27,-833,19693,29
8.427001953125,380,18460,52,878,0,0,476,0,0,578,25,1,-833,8442,26,-833,12457,27
12.1920013427734,9,0,0,-517,16450,49,-185,18792,54,579,0,0,0,14212,27,0,7720,26
11.5859985351563,8,0,0,-363,21450,55,-29,20349,57,573,12,1,0,6856,26,0,13746,26
0.211997985839844,7,0,0,-546,0,0,-874,30,1,-32,423,3,0,2632,26,0,2974,23
14.5839996337891,11,0,0,-547,0,0,-874,44,1,-363,27132,58,0,5920,26,0,8624,24
0.356002807617188,-106,0,0,0,45,1,-1272,0,0,36,21285,55,0,8572,26,0,11094,26
10.1500015258789,7,174,2,-321,78,2,477,0,0,572,0,0,-487,11985,443,-481,9088,440
7.32599639892578,113,19584,50,0,2704,14,781,18,1,566,0,0,-833,18388,27,-833,14320,27
0.910995483398438,7,0,0,-547,0,1,-874,0,0,242,18620,49,0,3616,26,0,5008,24
10.5429992675781,8,82,2,-321,62,1,477,0,0,574,0,0,-21,16560,85,-20,18804,83
8.85400390625,286,22176,56,877,0,0,476,0,0,572,3,1,-833,7636,26,-833,12457,27
0.471000671386719,-104,0,0,0,81,2,-1264,0,0,40,25872,57,0,6310,26,0,10756,24
7.84700012207031,-103,3940,19,-214,17900,50,781,0,0,566,38,1,-833,8884,24,-833,19055,27
10.8630065917969,-106,0,0,0,86,1,-1272,0,0,-266,18360,50,0,11674,27,0,12966,26
9.93700408935547,-108,0,0,0,56,2,-1047,7656,44,0,2639,13,0,9482,26,0,11900,24
1.50700378417969,8,0,0,-547,0,0,101,15087,47,455,18050,49,0,12295,29,0,5440,24
9.30300140380859,84,19140,55,-137,18772,55,477,0,0,572,63,1,-833,10366,27,-833,14104,29
11.7080001831055,-102,0,0,0,24,1,-1278,0,0,-523,20850,50,0,11836,27,0,12212,24
11.8219985961914,9,0,0,-377,26448,57,-46,19635,54,573,0,0,0,5032,26,0,13942,26
14.8149948120117,8,0,0,-547,0,0,-873,0,0,-481,27028,57,0,5660,26,0,4528,24
8.19699859619141,-106,87,1,-344,27028,100,-17,1090,66,566,0,0,-823,16282,9,-823,16120,9
2.13400268554688,8,0,0,-547,0,0,233,15043,49,565,707,7,0,19287,29,0,5440,24
10.0350036621094,7,51,1,-321,424,3,478,0,0,573,0,0,-352,29399,448,-346,23071,445
10.5739974975586,-105,0,0,0,63,1,-1274,0,0,-235,20553,51,0,12727,27,0,12576,26
4.00400543212891,-106,0,0,107,20412,52,371,17888,51,573,0,0,-833,10782,26,-833,18678,29
10.2300033569336,-106,0,0,0,38,1,-1190,15876,49,-130,20488,51,0,10702,26,0,13356,26
0.620002746582031,-110,0,0,0,0,0,-1263,0,0,116,18564,54,0,8182,26,0,7096,24
0.202995300292969,-107,0,0,0,0,0,-1263,0,0,-4,30276,58,0,10162,26,0,11094,26
3.50900268554688,8,0,0,403,14984,97,782,0,0,570,0,0,-781,11295,110,-783,8053,110
4.63299560546875,143,21012,51,945,777,7,779,0,0,567,0,0,-833,13078,27,-833,18910,29
